en,tr,fr,title,speaker,duration,tags
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Rires)
									",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
","
","
",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
											And obviously, my salary is not that high,
											so I was like, ""We can't
actually do that, mom.
											But you can explore them virtually.""
											And so now my mom — every time
I meet her, she asks me,
											""Any more gold, any more silver
in your project? Can you show me?""
											And that's the idea
I'm trying to illustrate.
											It does not matter how you get in,
											as long as you get in.
											Once you get in, you're hooked.
									","
											Açıkçası benim maaşım 
o kadar yüksek değil,
											şöyle dedim, ""Bunu aslında 
yapamayız anne.
											Ama onları sanal olarak keşfedebilirsin.""
											Annem şimdi her 
karşılaştığımızda bana sorar,
											""Projenizde daha fazla altın, daha fazla 
gümüş var mı? Bana gösterebilir misin?""
											Göstermeye çalıştığım fikir bu.
											İçeri girebildiğiniz takdirde nasıl
											girdiğiniz önemli değil.
											Bir kez girince bağımlısısınız.
									","
											Bien sûr, mon salaire
n'est pas assez élevé,
											je lui ai dit : « On ne peut pas
les acheter, maman,
											mais tu peux les explorer virtuellement. »
											Et maintenant, à chaque rencontre,
elle me demande,
											« As-tu plus d'or ou d'argent
dans ton projet ? Peux-tu me montrer ? »
											Voilà l'idée que
je cherche à illustrer.
											Peu importe comment vous commencez,
											tant que vous commencez.
											Dès le départ, vous êtes accro.
									",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
","
","
",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
											Moving on from here very quickly,
											there is kind of a playful idea, actually,
											to illustrate the point of access,
											and I'm going to go
quite quickly on this one.
											We all know that seeing the artwork
in person is amazing.
											But we also know
that most of us can't do it,
											and the ones that can afford
to do it, it's complicated.
											So — Cyril, can we load
up our art trip, what do we call it?
											We don't have a good name for this.
											But essentially, we have
around 1,000 amazing institutions,
											68 countries.
											But let's start with Rembrandt.
											We might have time for only one example.
											But thanks to the diversity,
											we've got around 500 amazing
Rembrandt object artworks
											from 46 institutions and 17 countries.
											Let's say that on your next vacation,
											you want to go see
every single one of them.
											That is your itinerary,
											you will probably travel
53,000 kilometers,
											visit around, I think, 46 institutions,
											and just FYI, you might release
10 tons of CO2 emissions.
									","
											Buradan çabucak devam edersek,
											giriş noktasını gösteren bir nevi
											eğlenceli bir fikir var
											ve bunu biraz hızlıca geçeceğim.
											Hepimiz sanat çalışmasını yakından 
görmenin harika olduğunu biliriz.
											Ancak çoğumuzun bunu 
yapamadığını da biliriz
											ve bunu yapmaya gücü 
yetenler için bu karmaşık.
											O zaman — Cyril, sanat gezimizi 
yükleyebilir miyiz, ona ne isim vereceğiz?
											Ona iyi bir isim bulamıyoruz.
											Sonuçta 68 ülkede 1.000 harika
											kurumumuz var.
											Haydi Rembrandt'la başlayalım.
											Sadece bir örnek için zamanımız olabilir.
											Ama çeşitlilik sayesinde
											17 ülkeden ve 46 enstitüden 
yaklaşık 500 Rembrandt
											sanat eserimiz var.
											Diyelim ki bir sonraki tatilinizde
											her birini görmek istiyorsunuz.
											Bu sizin seyahat programınız,
											muhtemelen 53.000 kilometre gideceksiniz,
											sanırım 46 enstitü ziyaret edeceksiniz
											ve bilginiz olsun, belki 10 ton 
karbondioksit yayacaksınız.
									","
											Passons très vite.
											Il existe une façon amusante
											d'illustrer le point d'accès,
											et j'y vais très vite.
											Nous savons que voir l'œuvre en personne,
c'est formidable.
											Mais nous savons aussi que peu
d'entre nous y arrivent,
											et même pour ceux-là, c'est compliqué.
											Alors — Cyril, peut-on lancer notre
voyage artistique ? Comment on l'appelle ?
											Il nous manque encore un beau titre.
											Bref, nous avons environ
1 000 institutions formidables,
											dans 68 pays.
											Commençons par Rembrandt.
											Nous avons le temps
pour un exemple.
											Grâce à la diversité,
											nous avons environ 500 objets, ouvrages,
remarquables de Rembrandt,
											de 46 institutions et 17 pays.
											Disons que pour vos prochaines vacances,
											vous vouliez aller voir
chacun d'entre eux.
											Voici votre itinéraire,
											vous parcourrez environ
53 000 kilomètres,
											visiterez environ 46 institutions
											et vous génèrerez 10 tonnes
d'émissions de dioxyde de carbone.
									",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
","
","
",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Rires)
									",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
","
","
",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
											But remember, it's art,
											so you can justify it,
perhaps, in some way.
									","
											Ama unutmayın, bu sanat,
											yani bir şekilde bunu 
haklı gösterebilirsiniz.
									","
											Mais bon, c'est de l'art,
											alors peut-être que
vous pourrez vous justifier.
									",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
","
","
",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
											Moving on swiftly from here,
											is something a little bit
more technical and more interesting.
											All that we've shown you so far
uses metadata to make the connections.
											But obviously we have
something cool nowadays
											that everyone likes to talk about,
which is machine learning.
											So what we thought is,
let's strip out all the metadata,
											let's look at what machine learning can do
											based purely on visual recognition
of this entire collection.
											What we ended up with
is this very interesting map,
											these clusters that have
no reference point information,
											but has just used visuals
to cluster things together.
											Each cluster is an art to us
by itself of discovery.
											But one of the clusters we want
to show you very quickly
											is this amazing cluster of portraits
											that we found from museums
around the world.
											If you could zoom in
a little bit more, Cyril.
											Just to show you, you can
just travel through portraits.
											And essentially, you can do nature,
you can do horses
											and clusters galore.
									","
											Buradan hızlıca geçersek
											biraz daha teknik ve ilginç bir şey var.
											Şimdiye kadar gösterdiğimiz her şey 

											bağlantıları kurmak için 
üst veri kullanıyor.
											Ama açıkçası bugünlerde herkesin
											konuşmaya bayıldığı bir şey var, 
yani makine öğrenmesi.
											Düşündüğümüz şey, 
bütün üst veriyi çıkarmak,
											tüm bu koleksiyonun sadece 
görsel hatırlanmasına dayalı
											olarak makine öğrenmesinin 
neler yapabileceğine bakmaktı.
											Sonunda bu çok ilginç harita ortaya çıktı,
											referans noktası bilgisine
sahip olmayan bu kümeler
											her şeyi bir araya 
getirmek için görselleri kullandı.
											Her küme bizim için 
keşfedilecek bir sanat.
											Ama size hızlıca göstermek 
istediğimiz kümelerden biri
											dünyanın dört bir yanındaki müzelerde
											bulduğumuz bu inanılmaz portre kümeleri.
											Biraz daha yakınlaştırabilirsen, Cyril.
											Size göstermek için, 
sadece portreleri gezinebilirsiniz.
											Ama sonuçta doğaya bakabilirsiniz, 
atlara bakabilirsiniz
											ve kümeler çok bol.
									","
											On passe vite ici.
											Voici quelque chose de plus technique
et de plus intéressant.
											Tout ce que vous avez vu utilise des
métadonnées pour faire les connexions.
											Mais ces jours-ci, nous avons
un truc génial
											dont tout le monde parle :
l'apprentissage automatique.
											Nous avons pensé à enlever
toutes les métadonnées,
											pour voir ce dont l'apprentissage
automatique est capable
											basé purement sur la reconnaissance
visuelle de toute cette collection.
											Nous en avons obtenu cette carte
très intéressante,
											ces groupes n'ont aucune référence,
											mais ont été rassemblés juste
grâce aux éléments visuels.
											Chaque groupe est un art en lui-même
en forme de découverte.
											Mais un des groupes que nous tenons
à vous montrer,
											c'est ce groupe formidable de portraits
											trouvés dans des musées
à travers le monde.
											Rapproche-toi encore un peu, Cyril.
											Juste pour vous montrer que
vous pouvez voyager parmi les portraits.
											Vous pouvez vous concentrer
sur la nature, les chevaux,
											et toute une galerie de groupes.
									",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
","
","
",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
											When we saw all these portraits,
											we were like, ""Hey, can we do
something fun for kids,
											or can we do something playful
											to get people interested in portraits?""
											Because I haven't really seen
											young kids really excited
to go to a portrait gallery.
											I wanted to try to figure something out.
											So we created something
called the portrait matcher.
											It's quite self-explanatory,
											so I'm just going to let Cyril
show his beautiful face.
											And essentially what's happening is,
with the movement of his head,
											we are matching different portraits
around the world from museums.
									","
											Bütün bu portreleri gördüğümüzde
											şöyle dedik, ""Çocuklar için eğlenceli 
bir şeyler yapabilir miyiz
											veya insanların portrelerle
											ilgilenmesi için oyun içeren bir şeyler?""
											Çünkü gençlerin portre galerisine
											gitmek için gerçekten 
heyecanlandığını hiç görmedim.
											Bir şeyler ortaya çıkarmak istedim.
											Bundan dolayı portre eşleştirici
denen bir şey yarattık.
											Kendiliğinden oldukça açıklayıcı,
											bu yüzden Cyril'in güzel yüzünü 
göstermesini isteyeceğim.
											Sonuçta olan şey, kafasının hareketiyle
											dünyanın dört bir yanındaki müzelerden 
farklı portreleri eşleştiriyoruz.
									","
											On a vu ces portraits,
											on s'est dit : « Oh, on pourrait créer
un truc amusant pour les enfants,
											ou quelque chose de ludique
											pour attirer les gens
vers les portraits. »
											Car je n'ai jamais vu
											d'enfants qui avaient vraiment
hâte de voir une galerie de portraits.
											Je tenais à créer quelque chose.
											Nous avons donc créé
le « comparateur de portraits ».
											C'est assez simple,
											je vais demander à Cyril de nous
montrer son beau visage.
											Et grâce au mouvement de sa tête,
											nous faisons une concordance avec des
portraits dans plusieurs musées au monde.
									",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
","
","
",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
											(Applause)
									","
											(Alkış)
									","
											(Applaudissements)
									",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
","
","
",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
											And I don't know about you,
											but I've shown it to my nephew and sister,
											and the reaction is just phenomenal.
											All they ask me is,
""When can we go see this?""
											And by the way, if we're nice,
											maybe, Cyril, you can smile
and find a happy one?
											Oh, perfect.
											By the way, this is not rehearsed.
											Congrats, Cyril. Great stuff. Oh wow.
											OK, let's move on; otherwise,
this will just take the whole time.
									","
											Sizi bilmiyorum
											ama yeğenime ve kız kardeşime gösterdim
											ve reaksiyonları inanılmazdı.
											Bana sordukları tek şey, 
""Bunu ne zaman gidip görebiliriz?""
											Bu arada iyi olursak,
											belki Cyril, gülümseyip 
mutlu birini bulabilirsin.
											İşte mükemmel.
											Bu arada bu prova yapılmadı.
											Tebrikler, Cyril. 
Harika şeyler. Ah, vay be.
											Tamam, devam edelim. 
Yoksa bütün zamanımızı alacak.
									","
											Et je ne sais pas pour vous, mais
											je l'ai montré
à mon neveu et à ma sœur
											et la réaction a été phénoménale.
											Et ils m'ont demandé :
« Quand peut-on aller voir ça ? »
											Et s'il le veut bien,
											Cyril, pourrais-tu sourire
et trouver un portrait joyeux ?
											Oh, parfait.
											En passant, on n'a pas répété ça.
											Parfait, Cyril. Oh wahou.
											On avance — cette activité pourrait
prendre tout notre temps.
									",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
","
","
",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
											(Applause)
									","
											(Alkış)
									","
											(Applaudissements)
									",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
","
","
",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
											So, art and culture
can be fun also, right?
											For our last quick experiment —
											we call all of these ""experiments"" —
											our last quick experiment
comes back to machine learning.
											We show you clusters, visual clusters,
											but what if we could ask the machine
to also name these clusters?
											What if it could automatically tag
them, using no actual metadata?
											So what we have is this kind of explorer,
											where we have managed to match,
I think, around 4,000 labels.
											And we haven't really
done anything special here,
											just fed the collection.
											And we found interesting categories.
											We can start with horses,
a very straightforward category.
											You would expect to see
that the machine has put
											images of horses, right?
											And it has, but you also notice,
right over there,
											that it has a very abstract image
											that it has still managed to recognize
and cluster as horses.
											We also have an amazing head
in terms of a horse.
											And each one has the tags
as to why it got categorized in this.
									","
											Yani sanat ve kültür aynı zamanda 
eğlenceli olabilir, değil mi?
											Son çabuk deneyimiz için —
											bütün bunlara deney diyoruz —
											son çabuk deneyimiz tekrar
makine öğrenmesiyle ilgili.
											Size kümeler, görsel kümeler gösteriyoruz,
											ama makineden bu kümeleri 
isimlendirmesini de istesek ne olur?
											Onları gerçek üst veri kullanmadan, 
otomatik olarak etiketleyebilse ne olurdu?
											Sahip olduğumuz şey bu tür bir keşfedici,
											sanırım yaklaşık 4.000 etiketi 
eşleştirmeyi başardığımız bir yer.
											Burada aslında özel bir şey yapmadık,
											sadece koleksiyonu besledik.
											İlginç kategoriler bulduk.
											Atlarla başlayabiliriz, 
çok direkt bir kategori.
											Makinenin at görüntüleri koymasını
											bekleyebilirsiniz, değil mi?
											Öyle de, burada fark edeceğiniz gibi,
											hâlâ at olarak tanımlayıp kümelediği
											çok soyut bir görüntü de var.
											Aynı zamanda at kapsamında 
olan inanılmaz bir başımız var.
											Her birinin neden bu şekilde kategorize 
edildiğine dair etiketleri var.
									","
											Donc, l'art et la culture peuvent
être divertissants.
											Notre dernière expérience —
											nous appelons cela des « expériences » —
											nous ramène à l'apprentissage automatique.
											Nous vous montrons des groupes visuels,
											mais si nous demandions à la machine
de nommer ces groupes ?
											Et si elle pouvait les cataloguer
automatiquement, sans meta-données ?
											Nous avons donc ce nouveau type
d'explorateur
											où nous avons réussi à réunir environ
4 000 titres.
											Nous n'avons rien fait de spécial ici,
											simplement ajouter à la collection.
											On y voit des catégories captivantes.
											D'abord les chevaux,
catégorie très simple.
											On s'attend à ce que la machine inclut
											des images de chevaux, n'est-ce pas ?
											Et elle l'a fait, mais vous verrez aussi,
juste ici,
											qu'il y a une image très abstraite
											qu'elle a reconnue et classifiée
dans le groupe de chevaux.
											Nous avons aussi une belle tête de cheval.
											Et chaque item a un identifiant qui
dit pourquoi il a été catégorisé ainsi.
									",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
","
","
",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
											So let's move to another one
which I found very funny and interesting,
											because I don't understand
how this category came up.
											It's called ""Lady in Waiting.""
											If, Cyril, you do it very quickly,
											you will see that we have
these amazing images
											of ladies, I guess, in waiting or posing.
											I don't really understand it.
											But I've been trying to ask
my museum contacts,
											you know, ""What is this?
What's going on here?""
											And it's fascinating.
									","
											Çok komik ve ilginç bulduğum 
başka birine devam edelim,
											çünkü bu kategorinin nasıl 
ortaya çıktığını bilmiyorum.
											Buna ""Bekleyen Kadın"" deniyor.
											Cyril, eğer çabucak geçersen,
											sanırım bekleyen veya 
poz veren kadınların
											bu inanılmaz görüntülerini göreceksiniz.
											Bunu gerçekten anlamıyorum.
											Ama bilirsiniz, müzedeki 
bağlantılarıma sormaya
											çalışıyorum, ""Bu nedir? 
Burada ne oluyor?""
											Ve bu şahane.
									","
											Le suivant, je l'ai trouvé
amusant et intéressant,
											car je ne comprends pas l'origine
de cette catégorie.
											Ça s'appelle « La dame en attente ».
											Si Cyril le fait très vite,
											vous verrez de fascinantes images
											de dames, j'imagine, qui attendent,
ou qui posent.
											Je ne comprends pas très bien.
											J'ai posé la question
à mes contacts aux musées
											« Qu'est-ce que c'est ?
Que se passe-t-il ici ? »
											Et c'est fascinant.
									",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
","
","
",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
											Coming back to gold very quickly,
											I wanted to search for gold
											and see how the machine
tagged all the gold.
											But, actually, it doesn't tag it as gold.
											We are living in popular times.
											It tags it as ""bling-bling.""
									","
											Hemen altına geri gelirsek,
											altını aramak ve makinenin
											altını nasıl etiketlediğini 
görmek istedim.
											Ama aslında onu altın 
olarak etiketlemiyor.
											Popüler bir zamanda yaşıyoruz.
											Onu ""bling-bling"" olarak etiketliyor.
									","
											Revenons à l'or.
											Je voulais trouver de l'or
											et voir la façon dont la machine
l'identifie.
											La machine ne l'identifie pas sous « or ».
											C'est une période populaire.
											Elle identifie l'or sous « bling-bling ».
									",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
","
","
",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Rires)
									",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
","
","
",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
											I'm being hard on Cyril,
because I'm moving too fast.
											Essentially, here you have
all the bling-bling
											of the world's museums organized for you.
									","
											Cyril'e zorluk çıkarıyorum, 
çünkü çok hızlı gidiyorum.
											Sonuçta burada dünyadaki müzelerdeki
											tüm bling-bling'ler sizin için 
düzenlenmiş bulunuyor.
									","
											Je rends la tâche difficile à Cyril
car je bouge trop vite.
											En bref, voici tout le bling-bling
											des musées du monde organisé pour vous.
									",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
","
","
",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
											And finally, to end this talk
and these experiments,
											what I hope you feel after this talk
is happiness and emotion.
											And what would we see
when we see happiness?
											If we actually look at all the objects
											that have been tagged under ""happiness,""
											you would expect happiness, I guess.
											But there was one that came up
that was very fascinating and interesting,
											which was this artwork
by Douglas Coupland,
											our friend and artist
in residence as well,
											called, ""I Miss My Pre-Internet Brain.""
											I don't know why the machine feels like
it misses its pre-Internet brain
											and it's been tagged here,
											but it's a very interesting thought.
											I sometimes do miss my pre-Internet brain,
											but not when it comes to exploring
arts and culture online.
									","
											Son olarak, bu konuşmayı 
ve deneyleri bitirirken,
											konuşma sonunda hissetmenizi 
umduğum şey mutluluk ve duygular.
											Mutluluğu görsek ne görürdük?
											Aslında ""mutluluk"" altında etiketlenmiş
											tüm objelere bakarsak,
											sanırım mutluluk bekleyebilirsiniz.
											Ama gelenlerden biri bu 
çok harika ve ilginç olanıydı,
											Douglas Coupland tarafından
yapılan bu sanat eseri,
											kendisi de arkadaşımız 
ve yerleşik sanatçımız,
											adı ""İnternet Öncesi Beynimi Özlüyorum"".
											Makinenin neden İnternet öncesi 
beynini özlemiş hissettiğini bilmiyorum
											ve burada etiketlenmiş durumda,
											ama çok ilginç bir düşünce.
											Ben de zaman zaman İnternet 
öncesi beynimi özlüyorum,
											ama İnternet'te sanat ve 
kültürü keşfetmek dışında.
									","
											Enfin, pour conclure cette conférence
et ces expériences,
											qui, j'espère, vous ont rendus
heureux et émus.
											Et qu'est-ce qu'on voit
quand on voit du bonheur ?
											Si nous observons tous les objets
											identifiés sous « bonheur »,
											j'imagine qu'on s'attend à du bonheur.
											Mais un objet fascinant est apparu,
											un ouvrage de Douglas Coupland,
											notre ami et artiste en résidence,
intitulé
											« Mon cerveau
d’avant Internet me manque ».
											J'ignore pourquoi la machine dit que
son cerveau d'avant Internet lui manque
											tel qu'identifié ici,
											mais c'est une pensée intéressante.
											Parfois mon cerveau
d'avant Internet me manque,
											mais pas quand il s'agit d'explorer
l'art et la culture.
									",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
","
","
",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
											So take out your phones,
take out your computers,
											go visit museums.
											And just a quick call-out
to all the amazing archivists,
											historians, curators,
											who are sitting in museums,
preserving all this culture.
											And the least we can do is get
our daily dose of art and culture
											for ourselves and our kids.
									","
											O zaman telefonlarınızı çıkarın, 
bilgisayarlarınızı çıkarın,
											müzeleri ziyaret edin.
											Müzelerde oturarak bütün 
bu kültürü koruyan
											harika arşivcilere,
											tarihçilere, küratörlere 
hızlıca bir selam.
											En azından kendimiz ve çocuklarımız 
için günlük sanat ve
											kültür dozumuzu alabiliriz.
									","
											Allez sur votre téléphone
ou votre ordinateur
											pour visiter des musées.
											Je remercie les archivistes,
											historiens, conservateurs,
											qui préservent toute cette culture
dans les musées.
											Et nous ? Prenons une dose quotidienne
d'art et de culture
											pour nous et nos enfants.
									",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
","
","
",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
											Thank you.
									","
											Teşekkürler.
									","
											Merci.
									",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
","
","
",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
											(Applause)
									","
											(Alkış)
									","
											(Applaudissements)
									",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
"
","
","
",Every piece of art you've ever wanted to see — up close and searchable,Amit Sood,15:00,"beauty,big bang,collaboration,data,computers,machine learning,exploration,future,Google,innovation,history,Internet,library,museums,society,painting,technology,software,visualizations,world cultures,culture,art"
